124,610,224,788
228,610,338,792
454,674,580,894
578,674,722,894
720,674,866,894
866,674,1002,894
1004,674,1160,894
1160,674,1318,894
1432,674,1604,894
1606,684,1738,894
1772,700,1896,858
1900,700,1918,864
680,474,760,578
768,476,856,578
870,476,962,578
970,476,1064,578
1066,476,1166,578
1170,476,1276,578
670,408,750,480
750,408,836,478
838,408,922,484
924,408,1010,484
1010,408,1094,486
1096,408,1188,486
1190,408,1274,486
812,322,880,386
886,324,952,392
1000,335,1074,390
1082,335,1156,402
